applicant_id,cohort,selected,issue,certainty,observed_values,recommended_treatment
100565,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 15.0, ""age_at_survey"": 16.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100567,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 18.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100569,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100574,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100576,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100582,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100584,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100588,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 17.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100601,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100603,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100611,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100613,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100614,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 15.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100626,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 14.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100628,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 11.0, ""age_gap"": -3.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100651,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100654,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 11.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100655,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 18.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100657,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100664,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100669,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 16.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100673,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 10.0, ""age_at_survey"": 11.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100675,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 16.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100677,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100682,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 15.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100687,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100689,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100702,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100709,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 19.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100711,A_2020,1,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 15.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100734,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 15.0, ""age_at_survey"": 16.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100738,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100761,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 17.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100765,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 11.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100773,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 17.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100776,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100779,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 13.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100783,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100784,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100789,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 19.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100796,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 13.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100799,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 17.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100802,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100813,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100816,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100821,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100823,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 18.0, ""age_gap"": 7.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100827,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 17.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100829,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100830,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 11.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100833,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100836,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 15.0, ""age_at_survey"": 16.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100837,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100838,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 15.0, ""age_at_survey"": 15.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100841,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 16.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100846,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100849,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 10.0, ""age_gap"": -2.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100850,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 16.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100863,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 13.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100867,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 13.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100870,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100872,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 17.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100891,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100892,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 11.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100900,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 14.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100904,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 16.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100908,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100909,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100910,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 17.0, ""age_at_survey"": 13.0, ""age_gap"": -4.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100911,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 15.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100912,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100914,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 16.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100915,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100923,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100927,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100934,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 16.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100941,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100943,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 17.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100944,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 15.0, ""age_at_survey"": 20.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100945,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 16.0, ""age_at_survey"": 16.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100951,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 11.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100954,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 11.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100956,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100962,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 10.0, ""age_at_survey"": 11.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100980,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 15.0, ""age_at_survey"": 15.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100983,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 16.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100986,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 15.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100992,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 14.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100995,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 14.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
100996,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 15.0, ""age_at_survey"": 15.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101002,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101003,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 13.0, ""age_gap"": -1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101007,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 11.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101008,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 17.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101011,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 11.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101022,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101026,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 13.0, ""age_gap"": -1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101030,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 18.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101031,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 15.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101048,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 11.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101052,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101061,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101065,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101074,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101080,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 10.0, ""age_at_survey"": 15.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101089,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 18.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101095,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101096,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 15.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101098,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101099,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101101,A_2020,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101104,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101125,A_2020,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 18.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101126,A_2020,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 14.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101135,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 16.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101136,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 12.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101142,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101144,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 19.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101145,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 15.0, ""age_at_survey"": 20.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101146,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 15.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101147,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 16.0, ""age_at_survey"": 16.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101152,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 17.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101157,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 17.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101159,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 15.0, ""age_at_survey"": 16.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101170,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 15.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101173,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 9.0, ""age_at_survey"": 14.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101175,A_2022,1,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 13.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101189,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 12.0, ""age_at_survey"": 13.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101196,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 14.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101198,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 11.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101211,B_2018,0,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 19.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101214,B_2018,1,age_gap_outside_2_4,review,"{""age_at_application"": 14.0, ""age_at_survey"": 19.0, ""age_gap"": 5.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101223,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 13.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101224,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 11.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101225,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101235,A_2022,0,age_gap_outside_2_4,review,"{""age_at_application"": 13.0, ""age_at_survey"": 13.0, ""age_gap"": 0.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101236,A_2020,1,age_gap_outside_2_4,review,"{""age_at_application"": 11.0, ""age_at_survey"": 12.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
101239,A_2020,0,age_gap_outside_2_4,review,"{""age_at_application"": 15.0, ""age_at_survey"": 16.0, ""age_gap"": 1.0}",Keep in main sample; show cohort distribution and sensitivity; do not force every age gap to three.
